"","X","Y","TP","TN","NTU","Sample","Flow"
"1354",13847.5416666667,1,NA,NA,36,"A",15.38
"1355",13847.6666666667,1,0.06,0.6,31.2,"A",14.14
"1356",13847.7916666667,1,NA,NA,28.7,"A",13.04
"1358",13851.1770833333,1,NA,NA,33.7,"A",8.44
"1359",13855.125,1,0.02,0.4,18.1,"A",12.74
"1360",13855.5416666667,1,0.02,0.4,22,"A",13.52
"1361",13855.6666666667,1,0.02,0.3,25.8,"A",14.92
"1362",13855.7916666667,1,0.02,0.3,20,"A",15.07
"1363",13855.9166666667,1,0.02,0.5,14.7,"A",15.17
"1364",13856.0416666667,1,0.01,0.3,10.9,"A",14.19
"1365",13866.5833333333,1,0.02,0.5,31.3,"R",8.57
"1366",13901.5833333333,1,0.03,0.6,19,"R",5.47
"1368",13915,1,0.03,0.4,37.2,"A",7.13
"1369",13917.59375,1,NA,0.7,NA,"A",12.21
"1370",13917.71875,1,0.05,1.1,17.1,"A",14.1
"1371",13917.84375,1,0.03,0.5,23.4,"A",15.69
"1372",13917.96875,1,0.02,0.4,24.5,"A",16.28
"1373",13918.09375,1,0.02,0.3,20.1,"A",16.38
"1374",13918.21875,1,0.04,0.5,33.1,"A",16.04
"1375",13918.34375,1,0.03,0.4,26.8,"A",15.27
"1376",13918.46875,1,0.04,0.5,53.4,"A",14.44
"1377",13918.59375,1,0.02,0.4,55.5,"A",14.25
"1378",13918.71875,1,0.03,0.4,42.8,"A",14.09
"1379",13918.84375,1,0.02,0.4,47.7,"A",14.04
"1380",13934.5833333333,1,0.02,0.4,17,"R",4.57
